user_id,region,acquisition_channel,join_date
912,North,Paid Social,2025-06-30
913,North,Paid Social,2025-07-01
914,South,Paid Social,2025-07-02
915,West,Email,2025-07-03
916,South,Paid Social,2025-07-04
917,South,Email,2025-07-05
918,West,Paid Social,2025-07-06
919,West,Referral,2025-07-07
920,West,Organic,2025-07-08
921,North,Referral,2025-07-09
922,East,Organic,2025-07-10
923,North,Email,2025-07-11
924,East,Referral,2025-07-12
925,North,Paid Social,2025-07-13
926,East,Organic,2025-07-14
927,North,Organic,2025-07-15
928,West,Referral,2025-07-16
929,South,Email,2025-07-17
930,North,Referral,2025-07-18
931,East,Email,2025-07-19
932,West,Email,2025-07-20
933,North,Organic,2025-07-21
934,North,Referral,2025-07-22
935,West,Referral,2025-07-23
936,North,Email,2025-07-24
937,South,Referral,2025-07-25
938,North,Paid Social,2025-07-26
939,South,Paid Social,2025-07-27
940,South,Referral,2025-07-28
941,West,Referral,2025-07-29
942,North,Email,2025-07-30
943,West,Paid Social,2025-07-31
944,North,Paid Social,2025-08-01
945,North,Organic,2025-08-02
946,East,Email,2025-08-03
947,North,Organic,2025-08-04
948,West,Paid Social,2025-08-05
949,South,Email,2025-08-06
950,North,Referral,2025-08-07
951,East,Email,2025-08-08
952,West,Referral,2025-08-09
953,North,Referral,2025-08-10
954,West,Email,2025-08-11
955,East,Referral,2025-08-12
956,East,Organic,2025-08-13
957,West,Paid Social,2025-08-14
958,North,Referral,2025-08-15
959,South,Organic,2025-08-16
960,East,Referral,2025-08-17
961,North,Paid Social,2025-08-18
962,North,Organic,2025-08-19
963,South,Paid Social,2025-08-20
964,East,Paid Social,2025-08-21
965,East,Organic,2025-08-22
966,North,Organic,2025-08-23
967,North,Organic,2025-08-24
968,South,Email,2025-08-25
969,South,Organic,2025-08-26
970,East,Organic,2025-08-27
971,West,Organic,2025-08-28
972,East,Organic,2025-08-29
973,North,Referral,2025-08-30
974,East,Email,2025-08-31
975,West,Paid Social,2025-09-01
976,South,Organic,2025-09-02
977,West,Referral,2025-09-03
978,West,Referral,2025-09-04
979,West,Referral,2025-09-05
980,South,Paid Social,2025-09-06
981,West,Organic,2025-09-07
982,West,Email,2025-09-08
983,West,Email,2025-09-09
984,North,Referral,2025-09-10
985,West,Paid Social,2025-09-11
986,South,Paid Social,2025-09-12
987,West,Paid Social,2025-09-13
988,West,Email,2025-09-14
989,South,Referral,2025-09-15
990,West,Organic,2025-09-16
991,South,Email,2025-09-17
992,West,Referral,2025-09-18
993,South,Referral,2025-09-19
994,West,Organic,2025-09-20
995,West,Organic,2025-09-21
996,North,Organic,2025-09-22
997,North,Paid Social,2025-09-23
998,West,Organic,2025-09-24
999,West,Referral,2025-09-25
1000,East,Organic,2025-09-26
